name,artist,popularity,explicit,energy,tempo,positiveness,danceability,acousticness,loudness,mode,duration_minutes,key,album_name,year
Heaven Help Me,Lizzo,22,False,0.787,116.27,0.165,0.49,0.0202,-5.136,Major,3.4,C,Cuz I Love You (Super Deluxe),2019
Lingerie,Lizzo,32,False,0.488,132.077,0.628,0.681,0.215,-5.314,Major,3.4,C,Cuz I Love You (Super Deluxe),2019
Boys,Lizzo,63,False,0.588,120.042,0.753,0.892,0.00319,-4.287,Minor,2.9,Csharp/Dflat,Cuz I Love You (Super Deluxe),2019
Truth Hurts,Lizzo,47,False,0.626,158.08,0.39,0.713,0.111,-2.891,Minor,2.9,E,Cuz I Love You (Super Deluxe),2019
Water Me,Lizzo,58,False,0.966,113.046,0.77,0.67,0.0292,-1.994,Minor,3.1,Dsharp/Eflat,Cuz I Love You (Super Deluxe),2019
Good as Hell,Lizzo,76,False,0.919,95.982,0.535,0.682,0.256,-3.18,Minor,2.7,C,Cuz I Love You (Super Deluxe),2019
Good as Hell (feat. Ariana Grande),Lizzo,63,False,0.892,95.927,0.478,0.668,0.298,-3.001,Minor,2.7,F,Cuz I Love You (Super Deluxe),2019
Dancing With A Stranger (with Normani),Sam Smith,75,False,0.52,102.998,0.347,0.741,0.45,-7.513,Major,2.9,Gsharp/Aflat,Dancing With A Stranger (with Normani),2019
Angels,Tom Walker,45,False,0.689,160.949,0.735,0.583,0.301,-6.056,Minor,3.5,A,What a Time To Be Alive,2019
Leave a Light On,Tom Walker,71,False,0.625,68.68,0.28,0.585,0.0146,-5.94,Major,3.1,F,What a Time To Be Alive,2019
Not Giving In,Tom Walker,47,False,0.724,159.961,0.485,0.471,0.632,-7.174,Minor,3.8,D,What a Time To Be Alive,2019
How Can You Sleep at Night?,Tom Walker,42,False,0.708,155.418,0.317,0.446,0.147,-8.38,Minor,3.6,Csharp/Dflat,What a Time To Be Alive,2019
Now You're Gone (feat. Zara Larsson),Tom Walker,50,False,0.721,101.503,0.233,0.644,0.629,-8.495,Minor,3.5,A,What a Time To Be Alive,2019
My Way,Tom Walker,40,False,0.682,75.004,0.264,0.59,0.0184,-5.646,Major,3.9,Gsharp/Aflat,What a Time To Be Alive,2019
Blessings,Tom Walker,41,False,0.507,79.285,0.572,0.53,0.798,-6.766,Major,3.3,A,What a Time To Be Alive,2019
Cry Out,Tom Walker,35,False,0.666,66.969,0.455,0.613,0.161,-8.259,Minor,3.4,Gsharp/Aflat,What a Time To Be Alive,2019
Dominoes,Tom Walker,33,False,0.611,160.07,0.644,0.6,0.0218,-6.445,Minor,4.1,D,What a Time To Be Alive,2019
Fade Away,Tom Walker,35,False,0.267,133.274,0.151,0.414,0.825,-9.58,Minor,4.7,C,What a Time To Be Alive,2019
Just You and I - Acoustic,Tom Walker,64,False,0.52,171.895,0.383,0.477,0.679,-7.582,Major,3.3,A,What a Time To Be Alive,2019
The Show,Tom Walker,32,False,0.501,81.907,0.269,0.68,0.527,-8.669,Major,4.8,Fsharp/Gflat,What a Time To Be Alive,2019
Walk Alone (feat. Tom Walker),Rudimental,35,False,0.714,94.018,0.557,0.586,0.161,-5.003,Major,3.4,B,What a Time To Be Alive,2019
Just You and I,Tom Walker,68,False,0.696,92.061,0.544,0.567,0.456,-5.416,Major,2.9,A,What a Time To Be Alive,2019
Peace Of Mind (feat. Vargas & Lagola),Avicii,51,False,0.624,110.003,0.278,0.461,0.11,-8.034,Minor,3.0,E,TIM,2019
Heaven,Avicii,68,False,0.873,122.011,0.516,0.592,0.0715,-5.65,Major,4.6,A,TIM,2019
SOS (feat. Aloe Blacc),Avicii,75,False,0.645,100.001,0.376,0.802,0.272,-6.181,Minor,2.6,F,TIM,2019
"Tough Love (feat. Agnes, Vargas & Lagola)",Avicii,58,False,0.754,108.17,0.621,0.402,0.143,-4.837,Major,3.2,Gsharp/Aflat,TIM,2019
Bad Reputation (feat. Joe Janiak),Avicii,60,False,0.637,89.995,0.446,0.745,0.656,-5.959,Major,3.4,C,TIM,2019
Ain't A Thing (feat. Bonn),Avicii,50,True,0.423,170.162,0.245,0.454,0.544,-7.286,Major,3.1,A,TIM,2019
Hold The Line (feat. A R I Z O N A),Avicii,63,False,0.554,98.045,0.372,0.648,0.329,-7.005,Major,2.9,A,TIM,2019
Freak (feat. Bonn),Avicii,52,True,0.576,91.204,0.695,0.405,0.225,-6.245,Major,3.0,Gsharp/Aflat,TIM,2019
Excuse Me Mr Sir (feat. Vargas & Lagola),Avicii,47,True,0.672,114.708,0.492,0.464,0.127,-6.064,Major,3.1,D,TIM,2019
Heart Upon My Sleeve (feat. Imagine Dragons),Avicii,62,False,0.601,126.06,0.38,0.588,0.316,-5.983,Minor,4.2,E,TIM,2019
Never Leave Me (feat. Joe Janiak),Avicii,50,False,0.662,82.368,0.45,0.629,0.303,-5.581,Major,2.9,E,TIM,2019
Fades Away (feat. Noonie Bao),Avicii,57,False,0.525,134.236,0.225,0.53,0.228,-8.319,Major,3.0,C,TIM,2019
Boasty (feat. Idris Elba),Wiley,65,True,0.765,102.958,0.456,0.887,0.00915,-5.207,Major,3.0,D,Boasty (feat. Idris Elba),2019
Dance Monkey - Stripped Back,Tones And I,52,False,0.212,83.245,0.574,0.664,0.931,-7.762,Minor,2.9,Fsharp/Gflat,Dance Monkey (Stripped Back) / Dance Monkey,2019
Dance Monkey,Tones And I,79,False,0.588,98.027,0.513,0.824,0.692,-6.4,Minor,3.5,Fsharp/Gflat,Dance Monkey (Stripped Back) / Dance Monkey,2019
Psycho,Dave,64,True,0.589,94.016,0.58,0.696,0.516,-7.233,Major,4.1,D,PSYCHODRAMA,2019
Streatham,Dave,66,True,0.621,124.015,0.638,0.892,0.496,-7.67,Major,3.4,D,PSYCHODRAMA,2019
Black,Dave,56,True,0.757,81.584,0.334,0.495,0.359,-7.15,Major,3.8,G,PSYCHODRAMA,2019
Purple Heart,Dave,56,True,0.791,142.084,0.666,0.714,0.123,-6.754,Minor,2.7,Csharp/Dflat,PSYCHODRAMA,2019
Location (feat. Burna Boy),Dave,80,True,0.496,109.979,0.55,0.812,0.271,-5.969,Minor,4.0,A,PSYCHODRAMA,2019
Disaster (feat. J Hus),Dave,64,True,0.761,91.108,0.706,0.727,0.619,-5.686,Minor,4.0,C,PSYCHODRAMA,2019
Screwface Capital,Dave,72,True,0.56,112.015,0.427,0.914,0.523,-7.56,Major,4.2,C,PSYCHODRAMA,2019
Environment,Dave,60,True,0.491,84.268,0.522,0.497,0.543,-10.133,Minor,3.4,B,PSYCHODRAMA,2019
Lesley (feat. Ruelle),Dave,60,True,0.466,88.672,0.509,0.504,0.862,-9.451,Minor,11.1,G,PSYCHODRAMA,2019
Voices,Dave,57,True,0.58,116.942,0.579,0.782,0.181,-7.57,Minor,3.3,B,PSYCHODRAMA,2019
Drama,Dave,53,True,0.478,83.342,0.173,0.509,0.91,-8.744,Minor,7.1,B,PSYCHODRAMA,2019
All Day And Night,Jax Jones,60,False,0.782,121.908,0.521,0.585,0.269,-4.101,Minor,2.8,Csharp/Dflat,All Day And Night (Jax Jones & Martin Solveig Present Europa),2019
Outnumbered,Dermot Kennedy,66,False,0.684,156.85,0.258,0.614,0.247,-5.79,Major,4.1,C,Outnumbered,2019
Plan B,AJ Tracey,39,True,0.619,91.067,0.567,0.84,0.426,-9.324,Minor,3.3,A,AJ Tracey,2019
Jackpot,AJ Tracey,36,True,0.602,127.956,0.62,0.771,0.542,-8.546,Major,3.0,G,AJ Tracey,2019
Rina,AJ Tracey,42,True,0.613,104.849,0.44,0.641,0.288,-11.512,Minor,2.8,B,AJ Tracey,2019
Wifey Riddim 3,AJ Tracey,52,True,0.566,114.039,0.364,0.876,0.212,-9.021,Major,2.9,F,AJ Tracey,2019
Double C's,AJ Tracey,37,True,0.666,142.156,0.41,0.745,0.17,-11.476,Minor,4.1,Fsharp/Gflat,AJ Tracey,2019
Country Star,AJ Tracey,37,True,0.467,142.017,0.511,0.797,0.0481,-10.505,Minor,3.4,B,AJ Tracey,2019
Psych Out!,AJ Tracey,48,True,0.555,77.585,0.335,0.733,0.707,-9.83,Major,2.9,A,AJ Tracey,2019
Butterflies (feat. Not3s),AJ Tracey,61,True,0.717,103.938,0.625,0.759,0.263,-9.439,Minor,3.7,F,AJ Tracey,2019
Necklace (feat. Jay Critch),AJ Tracey,37,True,0.463,136.008,0.327,0.809,0.0613,-11.077,Major,3.8,Csharp/Dflat,AJ Tracey,2019
Prada Me,AJ Tracey,34,True,0.444,147.009,0.662,0.667,0.518,-14.495,Major,3.4,G,AJ Tracey,2019
Ladbroke Grove,AJ Tracey,70,False,0.839,133.989,0.727,0.902,0.0933,-9.447,Minor,3.2,B,AJ Tracey,2019
Doing It,AJ Tracey,41,True,0.84,140.032,0.412,0.741,0.122,-6.712,Major,3.0,Gsharp/Aflat,AJ Tracey,2019
Nothing But Net (feat. Giggs),AJ Tracey,42,True,0.679,139.928,0.435,0.867,0.0273,-9.363,Major,3.1,D,AJ Tracey,2019
Horror Flick,AJ Tracey,31,True,0.936,68.351,0.73,0.563,0.0877,-7.959,Major,2.8,Csharp/Dflat,AJ Tracey,2019
Triple S,AJ Tracey,40,True,0.827,158.994,0.716,0.722,0.00672,-6.536,Major,2.7,Csharp/Dflat,AJ Tracey,2019
I Forgot That You Existed,Taylor Swift,79,False,0.316,92.875,0.541,0.664,0.298,-10.345,Major,2.8,F,Lover,2019
Cruel Summer,Taylor Swift,100,False,0.702,169.994,0.564,0.552,0.117,-5.707,Major,3.0,A,Lover,2019
Lover,Taylor Swift,91,False,0.543,68.534,0.453,0.359,0.492,-7.582,Major,3.7,G,Lover,2019
The Man,Taylor Swift,87,False,0.658,110.048,0.633,0.777,0.0767,-5.191,Major,3.2,C,Lover,2019
The Archer,Taylor Swift,83,False,0.574,124.344,0.166,0.292,0.12,-9.375,Major,3.5,C,Lover,2019
I Think He Knows,Taylor Swift,80,False,0.366,100.003,0.416,0.897,0.00889,-8.029,Major,2.9,C,Lover,2019
Miss Americana & The Heartbreak Prince,Taylor Swift,85,False,0.747,150.088,0.487,0.662,0.028,-6.926,Minor,3.9,B,Lover,2019
Paper Rings,Taylor Swift,87,False,0.719,103.979,0.865,0.811,0.0129,-6.553,Major,3.7,A,Lover,2019
Cornelia Street,Taylor Swift,82,False,0.624,102.012,0.248,0.824,0.781,-9.728,Major,4.8,C,Lover,2019
Death By A Thousand Cuts,Taylor Swift,81,False,0.732,94.071,0.313,0.712,0.454,-6.754,Major,3.3,E,Lover,2019
London Boy,Taylor Swift,82,False,0.71,157.925,0.557,0.695,0.0246,-6.639,Major,3.2,Csharp/Dflat,Lover,2019
Soon You’ll Get Better (feat. The Chicks),Taylor Swift,74,False,0.182,207.476,0.421,0.433,0.907,-12.566,Major,3.4,C,Lover,2019
False God,Taylor Swift,80,False,0.32,79.97,0.351,0.739,0.736,-10.862,Minor,3.3,B,Lover,2019
You Need To Calm Down,Taylor Swift,84,False,0.671,85.026,0.714,0.771,0.00929,-5.617,Major,2.9,D,Lover,2019
Afterglow,Taylor Swift,83,False,0.449,111.011,0.399,0.756,0.13,-8.746,Major,3.7,A,Lover,2019
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,81,False,0.83,182.162,0.728,0.61,0.033,-4.105,Major,3.2,C,Lover,2019
It’s Nice To Have A Friend,Taylor Swift,74,False,0.175,70.008,0.545,0.737,0.971,-9.912,Major,2.5,Asharp/Bflat,Lover,2019
Daylight,Taylor Swift,85,False,0.496,149.983,0.265,0.557,0.808,-9.602,Major,4.9,C,Lover,2019
Hustle,P!nk,28,False,0.813,97.038,0.559,0.724,0.0564,-5.083,Minor,2.9,A,Hurts 2B Human,2019
(Hey Why) Miss You Sometime,P!nk,23,False,0.767,104.081,0.454,0.699,0.0466,-4.402,Major,3.4,Asharp/Bflat,Hurts 2B Human,2019
Walk Me Home,P!nk,68,False,0.453,88.038,0.432,0.652,0.0519,-6.119,Major,3.0,Csharp/Dflat,Hurts 2B Human,2019
My Attic,P!nk,38,False,0.709,103.966,0.164,0.65,0.0355,-7.146,Major,3.0,G,Hurts 2B Human,2019
90 Days (feat. Wrabel),P!nk,29,False,0.377,66.132,0.366,0.657,0.774,-5.398,Minor,3.8,G,Hurts 2B Human,2019
Hurts 2B Human (feat. Khalid),P!nk,50,False,0.62,83.031,0.158,0.463,0.131,-5.647,Major,3.4,G,Hurts 2B Human,2019
Can We Pretend (feat. Cash Cash),P!nk,54,False,0.806,115.172,0.45,0.524,0.197,-3.447,Minor,3.7,Csharp/Dflat,Hurts 2B Human,2019
Courage,P!nk,42,False,0.913,92.05,0.338,0.511,0.00153,-4.657,Major,4.3,C,Hurts 2B Human,2019
Happy,P!nk,25,False,0.502,135.926,0.328,0.645,0.0163,-6.932,Major,3.0,B,Hurts 2B Human,2019
We Could Have It All,P!nk,36,False,0.836,130.026,0.699,0.688,0.0147,-3.464,Major,4.6,Gsharp/Aflat,Hurts 2B Human,2019
Love Me Anyway (feat. Chris Stapleton),P!nk,65,False,0.321,139.001,0.0673,0.368,0.769,-5.904,Major,3.1,Dsharp/Eflat,Hurts 2B Human,2019
Circle Game,P!nk,23,False,0.364,92.853,0.149,0.415,0.814,-7.065,Major,4.9,G,Hurts 2B Human,2019
The Last Song Of Your Life,P!nk,34,False,0.257,120.083,0.16,0.529,0.611,-7.426,Major,3.9,D,Hurts 2B Human,2019
Don't Call Me Up,Mabel,77,False,0.881,98.994,0.234,0.674,0.296,-2.853,Major,3.0,A,Ivy To Roses (Mixtape),2019
One Shot,Mabel,41,False,0.688,109.541,0.491,0.746,0.144,-5.241,Major,3.9,F,Ivy To Roses (Mixtape),2019
Fine Line,Mabel,54,True,0.618,114.991,0.927,0.567,0.228,-4.974,Minor,3.5,Dsharp/Eflat,Ivy To Roses (Mixtape),2019
Finders Keepers,Mabel,57,False,0.572,108.014,0.644,0.84,0.0508,-6.517,Minor,4.5,E,Ivy To Roses (Mixtape),2019
My Lover - Not3s x Mabel,Not3s,47,False,0.568,106.075,0.597,0.802,0.15,-7.147,Minor,3.2,Fsharp/Gflat,Ivy To Roses (Mixtape),2019
Ring Ring,Jax Jones,44,True,0.646,107.038,0.596,0.821,0.168,-4.867,Minor,3.6,Csharp/Dflat,Ivy To Roses (Mixtape),2019
Cigarette,RAYE,31,True,0.679,115.065,0.543,0.801,0.106,-4.663,Major,3.1,D,Ivy To Roses (Mixtape),2019
Ivy,Mabel,39,True,0.304,122.139,0.423,0.591,0.841,-8.171,Major,3.5,Gsharp/Aflat,Ivy To Roses (Mixtape),2019
Come Over,Mabel,28,True,0.607,153.925,0.623,0.724,0.0383,-6.381,Minor,4.2,F,Ivy To Roses (Mixtape),2019
Begging,Mabel,31,False,0.656,94.448,0.358,0.422,0.0342,-5.059,Minor,3.3,D,Ivy To Roses (Mixtape),2019
Low Key,Mabel,32,False,0.693,96.041,0.705,0.754,0.0307,-5.083,Major,3.8,C,Ivy To Roses (Mixtape),2019
Passionfruit,Mabel,40,False,0.409,109.992,0.269,0.606,0.475,-6.678,Minor,3.0,Gsharp/Aflat,Ivy To Roses (Mixtape),2019
Roses,Mabel,28,True,0.512,86.638,0.332,0.524,0.383,-7.15,Minor,3.8,E,Ivy To Roses (Mixtape),2019
Weapon,Mabel,27,True,0.484,137.881,0.239,0.63,0.0846,-7.606,Minor,3.0,Csharp/Dflat,Ivy To Roses (Mixtape),2019
Finders Keepers - Remix,Mabel,37,False,0.683,107.937,0.564,0.77,0.0832,-5.652,Minor,4.5,E,Ivy To Roses (Mixtape),2019
Future Nostalgia,Dua Lipa,61,False,0.813,114.993,0.859,0.875,0.00618,-4.502,Major,3.1,G,Future Nostalgia (The Moonlight Edition),2019
Don't Start Now,Dua Lipa,71,False,0.793,123.95,0.679,0.793,0.0123,-4.521,Minor,3.1,B,Future Nostalgia (The Moonlight Edition),2019
Cool,Dua Lipa,62,False,0.785,89.719,0.79,0.469,0.133,-4.015,Minor,3.5,F,Future Nostalgia (The Moonlight Edition),2019
Physical,Dua Lipa,69,False,0.844,146.967,0.746,0.647,0.0137,-3.756,Major,3.2,C,Future Nostalgia (The Moonlight Edition),2019
Levitating,Dua Lipa,60,False,0.884,103.014,0.914,0.695,0.0561,-2.278,Minor,3.4,Fsharp/Gflat,Future Nostalgia (The Moonlight Edition),2019
Pretty Please,Dua Lipa,64,False,0.474,106.976,0.656,0.906,0.0311,-6.124,Major,3.2,Csharp/Dflat,Future Nostalgia (The Moonlight Edition),2019
Hallucinate,Dua Lipa,66,False,0.69,122.053,0.627,0.627,0.033,-5.396,Minor,3.5,Asharp/Bflat,Future Nostalgia (The Moonlight Edition),2019
Love Again,Dua Lipa,70,False,0.667,115.982,0.468,0.659,0.00173,-4.668,Minor,4.3,B,Future Nostalgia (The Moonlight Edition),2019
Break My Heart,Dua Lipa,67,False,0.729,113.011,0.467,0.73,0.167,-3.434,Minor,3.7,E,Future Nostalgia (The Moonlight Edition),2019
Good In Bed,Dua Lipa,61,True,0.701,94.06,0.649,0.68,0.138,-5.001,Major,3.6,F,Future Nostalgia (The Moonlight Edition),2019
Boys Will Be Boys,Dua Lipa,60,False,0.486,125.021,0.519,0.768,0.408,-5.954,Major,2.8,Dsharp/Eflat,Future Nostalgia (The Moonlight Edition),2019
Fever,Dua Lipa,63,False,0.693,114.999,0.396,0.868,0.0597,-7.052,Minor,2.6,Fsharp/Gflat,Future Nostalgia (The Moonlight Edition),2019
We're Good,Dua Lipa,76,False,0.588,134.01,0.59,0.722,0.0319,-5.932,Major,2.8,Fsharp/Gflat,Future Nostalgia (The Moonlight Edition),2019
Prisoner (feat. Dua Lipa),Miley Cyrus,64,False,0.659,127.992,0.586,0.769,0.0109,-3.899,Minor,2.8,Dsharp/Eflat,Future Nostalgia (The Moonlight Edition),2019
If It Ain’t Me,Dua Lipa,65,False,0.623,114.986,0.57,0.809,0.0185,-6.254,Major,3.3,F,Future Nostalgia (The Moonlight Edition),2019
That Kind Of Woman,Dua Lipa,61,False,0.665,113.213,0.42,0.64,0.0045,-4.966,Minor,3.3,B,Future Nostalgia (The Moonlight Edition),2019
Not My Problem (feat. JID),Dua Lipa,52,True,0.732,107.926,0.802,0.695,0.442,-3.308,Major,2.4,C,Future Nostalgia (The Moonlight Edition),2019
Levitating (feat. DaBaby),Dua Lipa,70,False,0.825,102.977,0.915,0.702,0.00883,-3.787,Minor,3.4,Fsharp/Gflat,Future Nostalgia (The Moonlight Edition),2019
Un Día (One Day),J Balvin,62,False,0.634,168.136,0.432,0.572,0.00547,-10.599,Minor,3.9,Fsharp/Gflat,Future Nostalgia (The Moonlight Edition),2019
Temporary Insanity,Blanco Brown,20,False,0.321,77.459,0.462,0.731,0.484,-11.465,Major,4.0,Asharp/Bflat,Honeysuckle & Lightning Bugs,2019
HeadNod,Blanco Brown,22,False,0.508,106.934,0.268,0.726,0.0611,-10.475,Major,2.7,B,Honeysuckle & Lightning Bugs,2019
Funky Tonk,Blanco Brown,27,False,0.623,140.035,0.715,0.711,0.0338,-8.709,Major,3.0,B,Honeysuckle & Lightning Bugs,2019
CountryTime,Blanco Brown,22,False,0.559,163.861,0.222,0.581,0.0642,-7.974,Major,4.0,D,Honeysuckle & Lightning Bugs,2019
Georgia Power,Blanco Brown,37,False,0.586,140.075,0.412,0.749,0.372,-9.43,Major,3.7,Csharp/Dflat,Honeysuckle & Lightning Bugs,2019
Gemini (Damn Right),Blanco Brown,17,False,0.537,114.969,0.374,0.722,0.00977,-7.621,Major,3.4,Csharp/Dflat,Honeysuckle & Lightning Bugs,2019
Ghett Ol Memories,Blanco Brown,33,False,0.506,79.977,0.344,0.624,0.246,-9.527,Major,2.7,D,Honeysuckle & Lightning Bugs,2019
Don't Love Her,Blanco Brown,17,False,0.536,160.999,0.489,0.654,0.564,-10.197,Major,2.9,E,Honeysuckle & Lightning Bugs,2019
Tn Whiskey,Blanco Brown,35,False,0.458,137.876,0.429,0.669,0.539,-9.949,Major,3.3,G,Honeysuckle & Lightning Bugs,2019
The Git Up,Blanco Brown,71,False,0.678,97.984,0.811,0.847,0.0669,-8.635,Major,3.3,A,Honeysuckle & Lightning Bugs,2019
Sucker,Jonas Brothers,83,False,0.734,137.958,0.952,0.842,0.0427,-5.065,Minor,3.0,Csharp/Dflat,Happiness Begins,2019
Cool,Jonas Brothers,66,False,0.598,78.969,0.62,0.683,0.00873,-5.487,Major,2.8,C,Happiness Begins,2019
Only Human,Jonas Brothers,74,False,0.496,94.01,0.874,0.795,0.108,-5.883,Major,3.0,C,Happiness Begins,2019
I Believe,Jonas Brothers,67,False,0.774,99.019,0.35,0.749,0.0857,-6.221,Major,3.6,A,Happiness Begins,2019
Used To Be,Jonas Brothers,56,False,0.517,145.946,0.176,0.71,0.172,-6.85,Major,3.1,Csharp/Dflat,Happiness Begins,2019
Every Single Time,Jonas Brothers,55,False,0.685,151.988,0.91,0.756,0.135,-5.176,Minor,3.5,B,Happiness Begins,2019
Don't Throw it Away,Jonas Brothers,56,False,0.858,102.02,0.732,0.731,0.0245,-5.082,Minor,2.9,Csharp/Dflat,Happiness Begins,2019
Love Her,Jonas Brothers,60,False,0.337,103.002,0.56,0.74,0.178,-6.039,Major,3.2,Gsharp/Aflat,Happiness Begins,2019
Happy When I'm Sad,Jonas Brothers,53,False,0.793,100.987,0.906,0.782,0.000199,-7.054,Major,2.6,G,Happiness Begins,2019
Trust,Jonas Brothers,53,False,0.559,146.041,0.671,0.806,0.0248,-6.329,Major,3.0,C,Happiness Begins,2019
Strangers,Jonas Brothers,57,False,0.842,129.986,0.573,0.594,0.0312,-4.892,Major,3.9,Csharp/Dflat,Happiness Begins,2019
Hesitate,Jonas Brothers,59,False,0.485,118.051,0.236,0.622,0.227,-7.259,Major,3.5,D,Happiness Begins,2019
Rollercoaster,Jonas Brothers,63,False,0.58,123.977,0.467,0.697,0.0583,-7.986,Minor,3.0,B,Happiness Begins,2019
Comeback,Jonas Brothers,56,False,0.553,145.009,0.185,0.55,0.0913,-7.34,Major,2.6,C,Happiness Begins,2019
Beautiful People (feat. Khalid),Ed Sheeran,76,False,0.647,92.979,0.546,0.64,0.124,-8.114,Minor,3.3,F,No.6 Collaborations Project,2019
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,77,False,0.621,97.989,0.668,0.857,0.148,-6.376,Minor,3.4,A,No.6 Collaborations Project,2019
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,62,True,0.787,95.005,0.607,0.746,0.212,-6.373,Major,3.4,E,No.6 Collaborations Project,2019
Take Me Back to London (feat. Stormzy),Ed Sheeran,66,True,0.762,138.058,0.605,0.885,0.219,-5.513,Minor,3.2,Gsharp/Aflat,No.6 Collaborations Project,2019
Best Part of Me (feat. YEBBA),Ed Sheeran,65,False,0.243,81.655,0.239,0.565,0.758,-8.367,Major,4.1,D,No.6 Collaborations Project,2019
I Don't Care (with Justin Bieber),Ed Sheeran & Justin Bieber,71,False,0.676,101.956,0.843,0.798,0.0902,-5.041,Major,3.7,Fsharp/Gflat,No.6 Collaborations Project,2019
Antisocial (with Travis Scott),Ed Sheeran,65,False,0.823,151.957,0.91,0.716,0.132,-5.313,Minor,2.7,F,No.6 Collaborations Project,2019
Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,69,True,0.666,91.046,0.726,0.852,0.135,-6.923,Minor,3.5,B,No.6 Collaborations Project,2019
Feels (feat. Young Thug & J Hus),Ed Sheeran,54,False,0.68,91.667,0.69,0.665,0.112,-4.898,Major,2.5,D,No.6 Collaborations Project,2019
Put It All on Me (feat. Ella Mai),Ed Sheeran,65,False,0.594,101.007,0.388,0.627,0.256,-8.306,Major,3.3,G,No.6 Collaborations Project,2019
Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,59,False,0.649,88.011,0.84,0.747,0.333,-6.218,Major,3.3,Gsharp/Aflat,No.6 Collaborations Project,2019
I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,54,False,0.63,91.419,0.762,0.468,0.31,-6.536,Minor,3.4,Gsharp/Aflat,No.6 Collaborations Project,2019
1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),Ed Sheeran,54,False,0.589,98.001,0.513,0.778,0.467,-5.548,Major,3.5,Gsharp/Aflat,No.6 Collaborations Project,2019
Way To Break My Heart (feat. Skrillex),Ed Sheeran,55,False,0.731,170.125,0.437,0.726,0.11,-6.298,Minor,3.2,Csharp/Dflat,No.6 Collaborations Project,2019
BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,59,False,0.796,92.47,0.596,0.631,0.000245,-5.35,Major,3.5,Csharp/Dflat,No.6 Collaborations Project,2019
Cuz I Love You,Lizzo,38,True,0.66,162.159,0.52,0.566,0.0156,-4.039,Major,3.0,Csharp/Dflat,Cuz I Love You (Deluxe),2019
Like a Girl,Lizzo,36,True,0.807,144.031,0.797,0.694,0.0167,-3.183,Major,3.1,D,Cuz I Love You (Deluxe),2019
Juice,Lizzo,39,True,0.889,119.93,0.843,0.767,0.00611,-2.988,Major,3.3,G,Cuz I Love You (Deluxe),2019
Soulmate,Lizzo,33,True,0.849,99.021,0.767,0.693,0.00466,-4.517,Major,2.9,G,Cuz I Love You (Deluxe),2019
Jerome,Lizzo,35,False,0.542,150.979,0.534,0.674,0.0476,-6.983,Major,3.9,Gsharp/Aflat,Cuz I Love You (Deluxe),2019
Crybaby,Lizzo,28,False,0.719,131.027,0.722,0.623,0.0383,-3.331,Minor,2.9,B,Cuz I Love You (Deluxe),2019
Tempo (feat. Missy Elliott),Lizzo,38,True,0.722,107.019,0.588,0.833,0.0573,-5.563,Major,2.9,Csharp/Dflat,Cuz I Love You (Deluxe),2019
Exactly How I Feel (feat. Gucci Mane),Lizzo,31,True,0.718,112.981,0.833,0.872,0.114,-3.238,Minor,2.4,Fsharp/Gflat,Cuz I Love You (Deluxe),2019
Better in Color,Lizzo,33,False,0.928,129.894,0.556,0.702,0.0353,-2.039,Major,2.2,G,Cuz I Love You (Deluxe),2019
Heaven Help Me,Lizzo,30,True,0.725,117.194,0.161,0.67,0.0164,-6.373,Major,3.4,C,Cuz I Love You (Deluxe),2019
Lingerie,Lizzo,29,False,0.488,132.077,0.628,0.681,0.215,-5.314,Major,3.4,C,Cuz I Love You (Deluxe),2019
Boys,Lizzo,60,False,0.587,120.029,0.753,0.891,0.00317,-4.281,Minor,2.9,Fsharp/Gflat,Cuz I Love You (Deluxe),2019
Truth Hurts,Lizzo,62,True,0.624,158.087,0.412,0.715,0.11,-3.046,Minor,2.9,E,Cuz I Love You (Deluxe),2019
Water Me,Lizzo,38,False,0.966,113.046,0.77,0.67,0.0292,-1.994,Minor,3.1,Dsharp/Eflat,Cuz I Love You (Deluxe),2019
9.13,Khalid,42,False,0.451,131.72,0.59,0.289,0.975,-15.013,Major,0.9,D,Suncity,2019
Vertigo,Khalid,55,False,0.458,115.989,0.207,0.487,0.552,-7.761,Minor,4.5,E,Suncity,2019
Saturday Nights,Khalid,61,False,0.439,167.908,0.371,0.54,0.635,-8.591,Major,3.5,Asharp/Bflat,Suncity,2019
Salem's Interlude,Khalid,42,True,0.485,80.933,0.457,0.479,0.963,-12.302,Minor,1.4,G,Suncity,2019
Motion,Khalid,56,False,0.61,80.948,0.497,0.554,0.0982,-7.229,Major,3.9,C,Suncity,2019
Better,Khalid,69,True,0.586,98.035,0.112,0.695,0.102,-10.315,Minor,3.8,C,Suncity,2019
Suncity (feat. Empress Of),Khalid,60,False,0.63,90.045,0.341,0.694,0.0998,-6.84,Minor,3.2,G,Suncity,2019
Homerun (Intro),Paulo Londra,65,False,0.264,135.117,0.672,0.822,0.669,-9.37,Major,2.5,F,Homerun,2019
